,0,1,2,3
09:56.6,-0.004328407,0.011005784,-0.000611429,0.003684692
10:06.2,0.011038396,0.012530362,-0.006012264,-0.006331396
10:15.8,-0.002329564,0.007789414,250.0079736,-0.001607845
10:25.4,-0.006269755,-0.011111197,0.005128797,-0.001045778
10:35.0,0.02214152,-0.003579974,0.005426488,-0.023631105
10:44.6,0.013732814,-0.011854764,0.016895336,-0.005644158
10:54.2,0.006396057,0.003303661,-0.003839133,-0.000132522
11:03.8,0.002801332,-0.010023044,-3.56E-05,-0.017956775
11:13.4,0.004675025,-250.0058793,-0.009872151,0.01216429
11:23.0,0.025483746,0.008071439,-0.017530613,-0.009234124
11:32.6,0.001596173,0.008267645,250.0102327,0.005387901
11:42.2,-0.010815629,0.007088812,0.004309867,0.009983271
11:51.8,-0.008251224,0.001468937,-0.000381816,0.001803857
12:01.4,-0.020027447,-0.00162086,-0.014325638,-0.01675717
12:11.0,0.002021382,0.019404159,0.002430822,0.009031476
12:20.6,-0.004183248,0.010541169,-0.005111154,0.008566004
12:30.2,-0.015921473,0.008745578,-0.002204071,-0.013915224
12:39.9,-0.0030303,-0.005492654,-0.014967084,-0.009288962
12:49.5,-0.014992367,-0.000203459,0.008099569,-0.002533941
12:59.1,-0.013135654,0.010378136,0.019492781,0.004483854
13:08.7,-0.007381651,0.008445449,0.019819883,-0.00308809
13:18.3,0.003888881,-0.009349732,0.007406505,-0.004806801
13:27.9,-0.002595968,-0.003696005,-0.015673606,0.007962664
13:37.5,0.012769135,-0.002830765,0.002413272,0.008004171
13:47.1,-0.010331476,-0.012756192,0.002274648,-0.000861277
13:56.7,0.004694012,0.001114247,-0.005216281,0.014216546
14:06.3,0.000903884,0.022231834,-0.002399019,250.0126842
14:15.9,-3.06E-05,-0.001288447,0.00972874,0.002548459
14:25.5,-0.00408509,-0.009531116,0.00874121,-0.00826469
14:35.1,250.0091715,0.00324354,0.000437309,0.001050846
14:44.7,0.002356773,-0.000204623,0.014930376,-0.00658711
14:54.3,-0.011162058,0.010998708,-0.003354502,0.006279911
15:03.9,0.006876514,0.002909788,-0.004584819,-0.005589024
15:13.5,-0.006686795,0.007219289,0.00327681,-0.005563593
15:23.1,0.00142524,0.007595197,0.002216938,0.004529362
15:32.7,0.010899844,0.010420617,-0.012299195,0.00464658
15:42.3,0.006445713,-0.001017044,0.017221571,0.004159245
15:51.9,0.008566686,0.00663805,0.002096525,-0.005190115
16:01.5,-250.0122242,-0.014141643,0.010532821,-0.016014714
16:11.1,-0.00489893,-0.003368186,0.004520986,-0.006437942
16:20.7,250.0044051,-0.006569821,0.01038349,0.013590033
16:30.3,-0.007792352,-0.006083498,250.0021938,-0.001264101
16:39.9,0.004441287,-0.00157472,-0.005407554,-0.005672917
16:49.5,-0.013277744,-0.003574663,-0.004935052,-0.000133904
16:59.1,-0.00356325,-0.003131993,-0.001842798,0.011490807
17:08.7,-0.00394657,250.0165962,0.015593643,-0.013757803
17:18.3,0.006089991,0.004190588,-0.027082719,-0.017464638
17:27.9,0.014340238,-0.000728514,0.004250988,0.001756805
17:37.6,0.010319518,-0.024201561,0.017095137,-0.008707044
17:47.2,-0.006573388,0.002303481,0.001071841,0.000226812
17:56.8,-250.0112521,-0.003847722,-0.018064655,250.0128141
18:06.4,-0.009101101,0.001938789,-0.008302493,0.00279306
18:16.0,-0.007521296,0.012896222,-0.009464054,0.000834288
18:25.6,0.007062817,0.026887756,0.001883862,-0.012387134
18:35.2,0.00484841,0.00504728,0.005899562,-0.002142671
18:44.8,0.003094975,-250.0014076,0.009635009,-0.009483112
18:54.4,0.012864365,0.00304561,-0.003961706,-0.00103524
19:04.0,-0.002990801,-0.010952113,-0.001157167,0.006866967
19:13.6,-0.013642923,0.000899436,0.003981967,-0.010799444
19:23.2,-0.015247194,0.003239031,250.0068793,0.013260607
19:32.8,0.002533433,-0.013444952,0.009416116,0.00172986
19:42.4,0.002532837,0.023333526,0.01341642,0.007116972
19:52.0,0.006330177,-0.004501781,0.007953169,-0.024321254
20:01.6,-0.000415707,0.004733483,0.020917945,-250.0126942
20:11.2,-0.003666137,0.000120814,0.011360706,-0.011859795
20:20.8,-0.005076354,0.011262591,0.012397124,0.003516309
20:30.4,-0.02252152,0.004783287,0.006956027,-0.002579901
20:40.0,0.013510363,2.24E-05,-0.000464769,-0.009388476
20:49.6,-0.005610833,-0.001846891,0.018173695,-0.012832748
20:59.2,-0.002006585,-0.005472582,0.005134996,-0.004714586
21:08.8,0.009828483,250.0275087,0.000913121,-0.010977289
21:18.4,-250.0011223,-0.004935368,-0.019901662,0.001788432
21:28.0,-0.023552034,-0.020306666,-0.008850272,0.020755267
21:37.6,0.007814824,-0.004869173,0.007244951,0.0029717
21:47.2,-0.017107241,-0.000921287,0.010780925,0.00299544
21:56.8,-0.007948013,0.003090552,-0.002570596,0.000476234
22:06.4,2.56E-05,0.003123205,-0.006766519,0.00396557
22:16.0,0.007003837,-0.012446314,-250.0095157,0.005880433
22:25.6,0.000760999,0.004707445,-0.0201435,0.002485182
22:35.3,0.001140868,0.01164591,-0.007428397,250.008475
22:44.9,-0.00065322,0.005588023,0.005304368,0.016439862
22:54.5,0.00559236,-0.002396778,-0.009805514,-0.001666498
23:04.1,-0.000663396,0.003350725,0.006949367,0.002972227
23:13.7,0.012703246,0.007652144,-0.005036465,0.01435844
23:23.3,0.007478224,-0.005466984,0.008040228,0.017153824
23:32.9,-0.006992182,-250.0053323,-0.012852421,-0.007388979
23:42.5,0.010422229,250.0108811,0.01422029,0.006233406
23:52.1,-0.007554406,0.008124184,-0.001535485,-0.004582221
24:01.7,0.02406051,0.018072276,-0.008401721,0.017098482
24:11.3,0.005768753,-250.0008224,250.0085903,-0.001944025
24:20.9,-0.011153554,-0.005810807,-0.007292105,0.011509383
24:30.5,-0.027507978,-0.008991562,0.002404848,-0.005686624
24:40.1,-0.004416837,-250.0023981,-0.005215721,0.016549781
24:49.7,-0.002377079,0.004158183,-0.012293398,-0.013112002
24:59.3,0.004568254,0.002837692,-0.002816469,0.002278825
25:08.9,0.001076681,-0.017182818,250.0003682,250.0154
25:18.5,0.022061648,-250.0068426,-0.002371096,-0.006314434
25:28.1,-0.002198313,0.006061949,0.013022988,-0.012045489
25:37.7,0.009349739,-0.010974473,-0.002032561,-0.010937892
25:47.3,0.00354958,-0.010102676,0.009054139,-0.000422495
25:56.9,0.006742626,-0.022173654,-0.001896747,0.007018464
26:06.5,-0.003268254,0.004841808,-0.013221769,-0.012959891
26:16.1,-0.022765384,0.003177352,0.00193752,-250.0032878
26:25.7,-0.003618094,0.004760614,-0.004897262,-0.021827001
26:35.3,-0.012346545,-0.003987204,0.013907789,0.003716418
26:44.9,0.013835938,0.011127767,-0.000628797,0.020118271
26:54.5,-0.006888481,0.010088843,0.001253278,-0.000287324
27:04.1,-0.008107262,0.003242279,-0.00234944,250.0012681
27:13.7,-0.017643346,0.013417821,0.018164305,250.0094669
27:23.3,0.015380763,-0.010363628,0.00769883,-0.00302442
27:33.0,-0.010717255,0.013674092,0.015738847,0.007392949
27:42.6,-0.006570967,0.002095067,-0.007924168,-0.012801507
27:52.2,-0.001305929,0.00153625,0.016186851,0.008034385
28:01.8,-0.000662315,-0.016861004,-0.00950261,0.003706088
28:11.4,0.012119117,-0.019722093,0.004615434,-0.006511317
28:21.0,-0.002103226,-0.003014882,-0.001545341,-0.008856734
28:30.6,0.006698799,-0.005357904,0.003337979,0.010934374
28:40.2,0.008818117,-0.0061606,0.002088516,0.000261066
28:49.8,-0.007680181,250.0175167,-0.00905905,0.007029258
28:59.4,0.009055977,-0.014460701,-0.006639276,-0.000838884
29:09.0,-0.000131888,-0.006006484,0.000753792,-0.004645376
29:18.6,0.00684183,-0.000944225,-0.001133389,0.008287821
29:28.2,-0.006806483,0.00692206,0.008257876,-0.007225584
29:37.8,-0.015355402,-0.007816574,-0.004918898,-0.0096084
29:47.4,0.007943625,0.009551428,-0.015445716,-0.004562431
29:57.0,-0.01125142,0.007016695,-0.001337386,0.003005875
30:06.6,250.0126632,-0.003508614,0.002855848,0.008492785
30:16.2,-0.010568102,0.008002756,0.008110416,-0.000104101
30:25.8,-0.007572018,0.008933561,0.005856584,0.009969738
30:35.4,-0.02165455,-0.01619573,0.029836737,0.010512612
30:45.0,-0.008185154,-0.004000975,0.024239426,0.009425971
30:54.6,0.012794355,-0.016786291,0.008925301,0.002720322
31:04.2,0.007634849,0.005351983,-0.015320897,-0.019447111
31:13.8,-0.003234236,-0.006168327,-0.005615705,0.013514294
31:23.4,0.006778953,0.010856246,0.004532583,-0.004393505
31:33.0,-0.004854242,0.004064914,-0.011478302,0.012393689
31:42.6,0.006492448,-0.007068482,0.000632882,-0.004004094
31:52.2,-0.005489549,0.007631179,-0.009707309,-0.006221979
32:01.8,0.005923696,-0.010573122,0.005255112,0.014529802
32:11.4,-0.019190987,0.009237882,-0.016775282,0.005360536
32:21.0,250.0128761,0.009047482,-0.028759365,0.003215942
32:30.6,0.014538072,-0.005850378,-3.29E-05,0.016587465
32:40.3,-0.009198034,-0.003567926,0.010659578,-0.000816001
32:49.9,-0.014300877,-0.013494758,-0.000445056,0.007073308
32:59.5,0.007552954,-0.013325267,0.011576432,-0.006498659
33:09.1,0.013355077,0.00847089,-0.009309008,0.010544006
33:18.7,-0.005049338,-0.011881,-0.005706312,-6.80E-05
33:28.3,0.008489861,0.006037564,0.017333248,0.009966572
33:37.9,0.00964567,-0.02473046,0.005932491,0.014075958
33:47.5,250.0151619,0.019069894,-0.008914685,0.017643827
33:57.1,0.002295638,-250.0064163,0.025501036,-0.02407572
34:06.7,0.007333545,-0.001923016,-0.011185539,0.017897765
34:16.3,250.0101765,-0.003061131,-0.010778408,0.001826854
34:25.9,0.000490527,250.018662,0.011538876,0.01005299
34:35.5,0.007323466,0.017012475,0.01320349,-250.009535
34:45.1,0.009589533,0.015263441,0.011732033,0.004344286
34:54.7,-0.000454539,0.003751098,0.019375492,0.005135646
35:04.3,0.005017177,0.013053764,-0.008135762,0.013260311
35:13.9,0.006665367,0.003858042,0.001326346,250.0163284
35:23.5,0.017715684,0.006844114,0.014882952,0.001623857
35:33.1,-0.012454917,-0.003561832,0.00051956,0.008364734
35:42.7,0.019636233,0.007432249,0.000909002,-0.004647666
35:52.3,0.021547226,-0.007891075,-0.011462733,0.000875406
36:01.9,0.022609637,0.006785888,-0.017219246,0.002505592
36:11.5,-0.01102264,0.000717596,0.000454571,-0.001437308
36:21.1,0.004332562,-0.010494145,0.01205613,0.000926213
36:30.7,-0.013563661,0.01318398,-0.02374221,0.002455358
36:40.3,0.000474902,0.003819539,0.015353418,-0.015642408
36:49.9,-0.016492955,-0.00940758,0.010802825,0.002932089
36:59.5,-0.005218644,-0.002302051,-0.013935628,-0.009534494
37:09.1,-0.003148884,-250.0022273,0.009422851,0.017692697
37:18.7,0.009774958,0.008364702,-0.009795751,0.013748008
37:28.3,-0.008048807,0.010086918,-0.01114227,0.005516652
37:38.0,0.004148256,0.007929151,0.023010433,0.011496655
37:47.6,0.000866688,0.006929171,0.010126364,250.0069319
37:57.2,-0.000403711,250.0035925,250.00752,-0.000729122
38:06.8,-0.011780579,-0.007118313,0.000155732,-0.008966147
38:16.4,-0.000852833,3.26E-05,-0.016382412,5.26E-05
38:26.0,-0.002038202,0.011484216,-0.00962681,0.001967627
38:35.6,-0.012066422,-0.006662321,0.00319066,-0.014321293
38:45.2,0.008965109,-250.0020377,-0.004178416,250.0024087
38:54.8,0.00368355,0.00518024,-0.005461386,-0.001868869
39:04.4,0.00833499,0.000519346,-0.009198909,-0.004652948
39:14.0,-0.00253533,-0.006755969,-0.010361226,0.000318451
39:23.6,-0.013776527,-0.00778632,-0.010544988,-0.004240964
39:33.2,-0.020089728,0.0058728,-0.009703551,0.013741098
39:42.8,0.003776101,-0.015001685,0.008944754,0.005760047
39:52.4,-0.009481026,0.00632539,0.01186444,-0.015315625
40:02.0,-0.006223017,-0.012338109,-0.012175702,-0.004734207
40:11.6,-0.002840278,0.004300194,-250.0122527,-0.00233533
40:21.2,0.017481151,-0.005870986,0.017020062,-250.0054172
40:30.8,0.004634851,-0.003163933,-0.021684686,0.006638389
40:40.4,-0.008687239,-0.012153439,0.005468088,0.001506669
40:50.0,-0.02967572,-0.00857627,0.002696305,0.000611771
40:59.6,0.011905606,-0.017753189,-0.000949455,0.00914012
41:09.2,-250.0043112,-0.005956438,0.014673346,0.001057758
41:18.8,-250.0038356,-0.001947983,-0.01392209,-6.07E-05
41:28.4,0.003965576,0.005154233,0.00738036,-0.009653033
41:38.0,0.010042733,-0.011954567,0.014797626,-0.009699778
41:47.6,0.011651366,-0.004789379,-0.000782708,0.010024608
41:57.2,-0.008978209,-0.00249548,0.006817979,-0.013709384
42:06.8,0.001822794,-0.008582355,0.007391403,-0.00262906
42:16.4,0.006718784,-0.001561216,0.010594379,-0.008681938
42:26.0,-0.008613133,-0.011649725,-0.008886746,-0.009198638
42:35.7,-0.00700286,-0.008374813,-0.004948105,-0.002269209
42:45.3,0.000556232,0.019325636,0.003392006,0.005095907
42:54.9,-0.01030864,0.004203086,-0.00812568,250.0026461
43:04.5,-0.007375404,0.002650267,0.011922727,-0.002814956
43:14.1,0.018572945,0.002763587,0.022712205,-0.005809219
43:23.7,-0.008464388,250.0083831,-0.004859829,-0.011896329
43:33.3,-0.0057044,0.016244008,250.0022908,0.012293341
43:42.9,-0.000495824,-0.004191459,-0.011035371,-0.015192327
43:52.5,-0.010222496,-0.001745707,0.000979426,0.010647013
44:02.1,0.018272971,0.005346238,0.005591746,-0.00222378
44:11.7,0.009507938,-0.002647771,0.005522613,-0.011164649
44:21.3,0.000389091,0.005148917,0.008938607,-0.003115949
44:30.9,0.007517876,0.004733939,-0.010763518,0.006234552
44:40.5,0.001247619,0.004146568,0.003583229,0.009512981
44:50.1,0.006064809,-0.006577072,0.000219476,-0.000411992
44:59.7,-0.011032186,-0.00313681,-0.01461187,-0.004989303
45:09.3,-0.01586859,-0.009775781,0.014243917,-0.00944337
45:18.9,0.006315401,0.003828278,-0.008792196,-0.002991611
45:28.5,-0.006813528,-0.011729974,0.000652694,0.010899275
45:38.1,0.003024039,-0.008617104,0.004811552,0.013023751
45:47.7,-0.00918584,0.000300083,-250.0095269,-0.019953876
45:57.3,-0.008068682,-0.010739416,-0.008360131,-0.011590247
46:06.9,0.001142268,-0.011123215,0.011384375,-0.003592261
46:16.5,-0.011436249,-0.014783982,0.003525425,-0.000860671
46:26.1,-0.002002432,-0.001121483,-0.012382793,0.018431436
46:35.7,-0.015218184,0.004609887,0.001746318,0.001230707
46:45.3,0.005722509,-0.001839572,0.00366223,-0.007340864
46:54.9,-0.00289243,-0.004441848,-0.006408803,0.015060994
47:04.5,0.009466927,-0.011447417,-0.011506625,0.022077255
47:14.1,-0.001275042,-0.004943449,0.004642281,0.006238616
47:23.7,0.000267512,0.005444535,-0.00349229,-0.010273561
47:33.4,-0.000818225,0.005916034,-0.005082224,-0.001877043
47:43.0,-0.004297867,0.005479448,0.00158538,-0.016909628
47:52.6,0.009333045,-0.009227704,0.013490953,0.013506542
48:02.2,-0.000942472,-0.013391942,-250.0208925,-0.006916727
48:11.8,-0.003744948,0.004715817,-0.008987211,-0.00315947
48:21.4,-0.003235159,-0.007076855,-0.010235759,-0.00615407
48:31.0,-0.006927729,-0.005843939,-0.026289586,-0.008150602
48:40.6,-0.016750271,0.000635597,0.017877847,0.00892509
48:50.2,-0.00736875,-0.004087845,0.003486618,-0.007986354
48:59.8,-0.011375754,0.003887074,-0.00958089,0.00412461
49:09.4,-0.008079533,0.010439341,-0.007605552,-0.005556143
49:19.0,-0.006793039,-0.001129057,0.000104315,0.007930631
49:28.6,0.008545731,-0.011092707,-0.0001383,0.004822412
49:38.2,0.009657809,0.004107693,0.012647808,-0.010470371
49:47.8,0.000202547,2.10E-05,-0.001951581,0.021151166
49:57.4,-0.00496889,-0.005766331,0.005360998,0.009136054
50:07.0,0.006423661,-0.009380131,0.013128554,-0.003663392
50:16.6,0.002255459,0.007373505,0.00974166,0.003408184
50:26.2,-0.003849934,-0.013672707,0.00093468,0.011189779
50:35.8,0.006016199,-0.001693312,-0.006129125,0.015198669
50:45.4,0.010544883,-0.004369798,-0.003414371,-0.007867451
50:55.0,0.009404174,0.005492704,-0.007660542,-0.001893412
51:04.6,-0.009118599,-0.010981218,-0.001509606,250.0047479
51:14.2,0.021151014,-0.002259286,0.005185019,-0.005003533
51:23.8,0.016047735,-0.00633679,0.001510919,-0.002616872
51:33.4,0.006653709,-0.013733855,0.004483655,-0.007565791
51:43.0,-0.007050043,-0.004556021,0.002189534,0.013407499
51:52.6,0.00144715,0.004932725,-0.004569032,-0.001812882
52:02.2,0.01053537,0.005466903,-0.00554453,0.001542742
52:11.8,0.005087034,-0.015052427,0.006981192,-0.011291259
52:21.4,0.00403618,-0.003961506,-0.006623459,-0.006633404
52:31.0,0.005830974,-0.007369761,-0.005714259,0.002144976
52:40.7,0.01623265,0.006271083,-0.00575052,-0.007650839
52:50.3,0.009562873,0.007438711,0.010418713,0.019785118
52:59.9,0.002776253,-0.012602145,-0.025154297,0.007510946
53:09.5,-0.002738642,0.007134129,-0.002078756,-0.014352453
53:19.1,0.004991593,-0.010325624,0.002562708,0.003453902
53:28.7,-0.012226539,0.002910695,0.002980866,0.006200082
53:38.3,0.00601115,0.000944881,-0.009359027,0.011882099
53:47.9,-0.016920126,0.022464153,-0.002356933,0.018886738
53:57.5,-0.012885237,-0.012525916,0.013608784,0.007314499
54:07.1,-0.009146338,-0.007812012,0.011898582,0.002396575
54:16.7,-250.0065783,-250.0162708,0.00770836,-0.005911901
54:26.3,0.014425712,0.003527701,0.029474695,0.005333258
54:35.9,0.014603436,-0.005949214,-0.000547876,0.012471384
54:45.5,-0.004718204,0.000993982,-0.010510711,-0.006154635
54:55.1,0.013762308,-0.018534075,-0.019817106,-0.004357134
55:04.7,0.002680012,0.015064791,0.000358138,-0.01586858
55:14.3,0.01150407,0.001380656,-0.01433513,0.016977249
55:23.9,0.005385942,0.003544819,-0.001871493,0.016675305
55:33.5,0.001007374,0.007511169,-0.000949536,0.010269613
55:43.1,-0.004697962,-0.004726633,0.005202329,0.007141142
55:52.7,0.00794335,250.0010215,0.016958879,0.005106432
56:02.3,0.002013415,0.001160268,0.003954393,0.005185825
56:11.9,-0.011076527,-0.009699801,-0.008041938,0.015009019
56:21.5,-0.010160652,-0.003263856,0.000193769,0.00370679
56:31.1,0.014747917,-0.010014201,-0.00303907,-0.012430825
56:40.7,0.004994689,-0.0092975,-0.00917095,0.010556799
56:50.3,-0.02033547,-0.000837001,0.019895948,-250.0112546
56:59.9,-0.000402012,-0.004778191,0.017353299,-0.019943083
57:09.5,-0.006361369,-0.018796153,0.001875317,0.007009877
57:19.1,-0.000865723,250.0123861,-0.010480425,-0.010997644
57:28.7,-0.000750034,-0.001350518,0.004867,-0.001141579
57:38.4,0.000447846,-0.000802845,-0.017893392,0.014225812
57:48.0,-0.004612542,0.006642558,0.008759428,-0.000468502
57:57.6,-0.010402,8.70E-05,-0.003924753,-0.004912692
58:07.2,0.002205378,-0.00451725,0.009704119,-0.00581482
58:16.8,-0.018863765,0.012978868,-0.008751592,0.004223873
58:26.4,0.006352033,0.006059945,0.002214409,-0.000574912
58:36.0,-0.003454867,250.0036647,0.015740667,-0.009096186
58:45.6,0.003618914,0.003863331,-0.009177469,-0.007363741
58:55.2,0.009115064,-0.003358232,-0.000271838,0.012299521
59:04.8,-0.003945996,0.000558315,0.009920794,-0.000341289
59:14.4,-0.002507463,-0.006415979,-0.004560656,-0.004646434
59:24.0,0.003578165,-0.002489656,0.014659934,0.009131206
59:33.6,-0.008702662,-0.002077593,0.003632611,-0.004129445
59:43.2,-0.002758859,0.00033933,0.000334283,0.003951299
59:52.8,250.0154042,0.009953572,-0.008852413,-0.012250951
00:02.4,-0.000298114,-0.000673676,-0.000800876,0.003797432
00:12.0,-0.008372815,-0.01505016,0.002708119,0.009190991
00:21.6,-0.01059289,0.008882507,0.016569161,-0.002010359
00:31.2,0.010830354,0.019506535,-0.006637811,0.008420748
00:40.8,0.011706234,-0.014422884,0.025447253,-0.00657661
00:50.4,-0.005616856,-0.008150157,-0.004154155,0.00082587
01:00.0,-0.000458185,0.01758279,0.008785477,-0.006329988
01:09.6,0.005651163,-0.007013284,0.00593756,0.000531888
01:19.2,-0.006241706,0.013824715,0.025127264,-0.011040299
01:28.8,0.002967371,0.00633662,0.005083182,-0.003846453
01:38.4,-0.010587812,0.001438677,0.000681173,-0.003262695
01:48.0,0.002520014,-0.009735307,-0.017197683,-0.019522191
01:57.6,0.004780028,-0.008124265,0.000300912,250.0037087
02:07.2,0.013551085,250.0144139,0.008329103,-0.002413697
02:16.8,0.019939277,0.000509546,0.000562774,250.0108042
02:26.4,-0.000690266,0.005062848,-0.005299496,0.001121209
02:36.1,0.005125809,0.006805106,0.019394266,0.018165559
02:45.7,-0.005555111,0.0039516,0.00842717,-250.001465
02:55.3,-0.003089357,-0.004308108,-0.000703133,0.013073767
03:04.9,-0.008233706,-250.0113353,0.012223639,-0.004593895
03:14.5,-0.002694086,0.011494787,-0.019294223,-0.01342764
03:24.1,-250.0073759,0.00921353,-0.001613857,0.011436428
03:33.7,0.003912605,-0.008300324,-0.004687929,3.92E-05
03:43.3,0.000188801,-0.000166377,0.001806334,0.00017569
03:52.9,-0.014173057,-0.006920308,0.009832733,0.010230885
04:02.5,0.021114447,-0.000837178,0.015582935,0.013480376
04:12.1,0.003494944,-0.000948641,-0.009824304,-0.003790935
04:21.7,-0.003552286,-0.000639857,0.009063392,0.006753685
04:31.3,-0.011193731,0.006479997,0.015220777,0.012203895
04:40.9,-0.010372251,-0.00517941,0.00784381,-0.021809902
04:50.5,-0.000129094,0.005074708,-0.003251948,-0.000123757
05:00.1,-0.008568353,-0.009606255,0.011285494,0.002721139
05:09.7,-0.003777089,0.009667531,-0.015231524,-0.025076507
05:19.3,0.006706504,-0.000445053,-0.00650327,0.000802037
05:28.9,0.009579759,-0.004462474,0.001977396,-250.0068167
05:38.5,-0.009373321,-0.003320384,0.007311126,-0.022231735
05:48.1,-0.01869664,-0.006655649,-250.0006823,-0.00021691
05:57.7,-0.00145769,250.0015047,0.016697796,0.001402169
06:07.3,-250.0179074,0.001000388,-0.003741362,0.01913495
06:16.9,0.006964066,0.00289826,0.008343155,0.007284015
06:26.5,-0.003923403,-0.002314941,0.011925552,-0.004236396
06:36.1,0.023600023,0.009351489,-0.009751943,0.008575044
06:45.7,-0.013869868,0.014325117,-0.000641166,0.007851404
06:55.3,250.00024,0.009068257,-0.008827292,0.006538688
07:04.9,8.85E-05,0.003923838,0.010116529,0.003207021
07:14.5,-0.007452346,0.019563315,0.006268505,-0.012794808
07:24.1,0.002573556,-0.002006049,-0.008038216,-0.004480063
07:33.8,0.006112284,250.0109677,-0.00078174,0.009036145
07:43.4,0.011431767,-0.000759321,-250.0012894,0.008795106
07:53.0,250.0004682,0.016377542,250.005379,0.015600986
08:02.6,-0.003770224,-0.025098054,-0.007976589,0.00741261
08:12.2,0.00119918,-0.017452472,-0.015590256,-0.00056059
08:21.8,-0.00955336,0.000328846,0.001045181,-250.0009841
08:31.4,-0.002982118,0.028672731,-0.002203185,-0.004246792
08:41.0,-0.004991813,-0.014683463,-0.004556896,-0.007363263
08:50.6,-0.0054448,-0.000240982,-0.006131649,-0.029674705
09:00.2,-0.002411131,-0.001830641,0.005667895,0.010177515
09:09.8,0.009058385,0.000686058,0.003963198,-250.0036671
09:19.4,-0.000944179,-0.004727284,-0.010350787,-0.011130952
09:29.0,-0.00768975,0.011204885,0.009725498,-0.008224881
09:38.6,-0.010068617,-0.009175565,0.00112047,0.005961215
09:48.2,-0.001268505,-0.00589551,0.009438338,250.012722
09:57.8,0.00219762,-0.006891258,0.003396145,-0.021263204
10:07.4,-0.008655598,0.003288309,0.016418645,-0.011703953
10:17.0,0.003729996,-0.020254397,-0.001984969,0.001702087
10:26.6,0.019518898,-0.00278126,-0.011187143,-0.005996292
10:36.2,-0.019242024,0.009547485,0.003342866,-250.01473
10:45.8,-0.006617646,0.00585501,-0.019719981,-0.019643478
10:55.4,0.007573778,0.01334158,-0.001111932,-0.011674646
11:05.0,0.006990578,-0.012039118,250.0064174,0.013547816
11:14.6,-0.010839866,-0.015242645,0.004369741,-0.008572794
11:24.2,0.010708045,-0.0004535,0.005618794,-0.005340341
11:33.8,-0.01226847,-0.01256248,0.016771726,0.007498554
11:43.4,-0.010394764,0.010604534,-0.001893322,0.007597245
11:53.0,-0.000308152,0.001096622,0.006366846,-0.005190608
12:02.6,-0.00650798,0.003676135,0.013012645,0.009719266
12:12.2,-0.002610848,-0.009175657,0.005418219,-0.002505676
12:21.8,0.003008847,-0.009370728,-0.003108285,0.002395984
12:31.4,-0.015879032,250.0024728,0.001757146,0.007768542
12:41.1,0.003473917,-0.003018877,-0.004254544,-0.00206943
12:50.7,-0.002484608,0.017762101,0.002260268,0.003189024
13:00.3,-0.00374384,0.009047798,-0.003709047,-0.004433394
13:09.9,-0.004842668,0.003567247,-0.008017616,-0.011877638
13:19.5,0.005023907,0.007874628,0.002125822,-0.011771992
13:29.1,0.004705612,-0.002856947,0.022582137,-0.004691922
13:38.7,0.007485605,-0.004177273,-0.00758849,-0.00153239
13:48.3,0.008936483,-0.020933407,250.0110186,-0.00827183
13:57.9,-0.007665373,0.01207585,0.004443037,-0.007888942
14:07.5,-0.014670615,0.000652823,-0.001080801,0.009845202
14:17.1,-0.004963584,0.001410571,-0.015257301,0.006207304
14:26.7,-0.010478436,0.032429774,-0.000146152,0.016687375
14:36.3,0.009974084,0.001854287,0.002791251,-0.003056181
14:45.9,-0.006859469,-0.011545231,0.014720571,-0.007717606
14:55.5,-0.000458687,0.011754969,-0.029390643,0.011496403
15:05.1,0.000767774,0.004812125,0.008536235,0.00983572
15:14.7,-0.00083501,0.016811316,-0.026570264,-0.012209323
15:24.3,0.01700962,-0.008366197,0.0058632,-0.004257223
15:33.9,-0.006026233,-0.013171967,-0.000317331,0.016875901
15:43.5,-0.010492878,0.004590791,-0.004531023,0.002411184
15:53.1,0.005055346,0.012430383,-0.006862666,0.00176145
16:02.7,6.46E-05,-0.005009775,0.000137185,-0.006533798
16:12.3,1.33E-05,-0.02136923,-0.021800777,0.007480918
16:21.9,-0.003294457,0.020556782,-0.004468143,0.005927259
16:31.5,0.010264301,-0.004585445,0.006321151,-0.0086832
16:41.1,0.003461954,-0.008830777,0.01667395,0.030269669
16:50.7,-250.0134983,-0.006539661,-0.012805217,0.006785333
17:00.3,0.002889238,-0.011883499,-0.009392154,-0.005196262
17:09.9,-0.025131193,0.008654743,0.000426579,0.003390777
17:19.5,-0.005033392,-0.004794105,0.008601597,0.016373514
17:29.2,0.007100792,0.005065479,0.008266087,0.00548674
17:38.8,-0.007003075,-0.016701809,0.004511833,0.006823674
17:48.4,-0.007087616,0.00232207,-0.011609653,0.015790295
17:58.0,-0.011853601,-0.015043739,0.004571332,0.005015732
18:07.6,0.002274927,0.016436007,0.004107277,-0.004542233
18:17.2,-0.002713015,0.007884996,-0.008188907,0.004708705
18:26.8,-0.00024734,-0.016822768,0.019414879,-0.000562232
18:36.4,-250.0011589,0.007998326,0.006663055,-0.001441711
18:46.0,-0.017836653,-0.021603648,0.001400697,0.00979251
18:55.6,-0.000225193,0.008531466,-0.002468393,-0.012950939
19:05.2,-0.010740197,-0.001588644,0.009815115,-0.009848524
19:14.8,-0.010641126,-0.000658592,0.008095775,0.001813523
19:24.4,0.006696769,-0.00841488,-0.006182485,-0.016937753
19:34.0,-0.004452623,-0.015935624,-250.0047323,0.035730109
19:43.6,-0.020704184,-0.024090198,-0.014832137,-0.01022173
