Prospect_ID,Campaign_ID,Company,Job_Title,Score,Source,Lead_Status
18925459,2000,HeidieX,Chief of Digital Marketing,77,Facebook,Qualified
18783759,2009,Landon's  ,Head of Learning and Development,55,Facebook,Qualified
18186224,2000,Circuit City,Chief of Digital Marketing,97,Email,Qualified
18378931,2009,Bryxham,Financial Analyst,68,Webinar,Qualified
18157134,2005,Myxable Co.,Financial Analyst,63,Email,Qualified
18242438,2016,Lexinton Rig Inc,President,62,LinkedIn,Closed
18862168,2001,Circuit City,VP of Business,95,Facebook,Open
18883542,2004,HeidieX,Senior Director of B2B Marketing,85,Webinar,Closed
18620323,2005,Marxel,Business Analyst,71,LinkedIn,Closed
18503526,2009,Myxable Co.,Business Analyst,51,Website,Contacting
18138415,2005,Lexinton Rig Inc,Contingent Worker,77,Twitter,Contacting
18337704,2005,Landon's  ,President,53,Email,Closed
18520807,2019,Circuit City,VP of Business,79,LinkedIn,Closed
18572058,2016,Bryxham,Financial Analyst,68,Webinar,Contacting
18854735,2000,Lexinton Rig Inc,CEO,89,Instagram,Qualified
18309773,2013,Bryxham,Financial Analyst,47,Twitter,Closed
18989471,2019,WestLand's Incorporated,Senior Director of B2B Marketing,46,Facebook,Closed
18681928,2000,Brock Tech,VP of Business,75,Facebook,Closed
18816867,2000,Circuit City,Data Scientist,87,Instagram,Open
18168309,2001,Regalchain,Financial Analyst,51,Facebook,Qualified
18873142,2013,HeidieX,Head of Learning and Development,67,Twitter,Qualified
18482635,2016,Marxel,Contingent Worker,93,Webinar,Open
18162629,2019,Regalchain,Manager of Business Development,73,LinkedIn,Open
18323822,2005,HeidieX,Procurement Manager,92,Website,Closed
18795310,2016,Polymeris,Contingent Worker,95,LinkedIn,Qualified
18514622,2019,WestLand's Incorporated,CEO,80,Facebook,Qualified
18278848,2009,HeidieX,Chief of Digital Marketing,72,Webinar,Qualified
18491709,2001,Gooyer,CEO,44,Email,Contacting
19005323,2009,HeidieX,Data Scientist,84,Twitter,Closed
18284769,2019,Gooyer,Director of Marketing,42,LinkedIn,Open
18983176,2004,Myxable Co.,President,55,LinkedIn,Qualified
18384200,2000,Marxel,Financial Analyst,77,LinkedIn,Contacting
18842517,2005,Marxel,Senior Director of B2B Marketing,37,Webinar,Open
18839787,2013,Circuit City,Chief of Digital Marketing,90,Instagram,Closed
18858923,2000,Brock Tech,CEO,87,Website,Contacting
18657658,2009,HeidieX,VP of Business,77,Instagram,Qualified
18573186,2013,Circuit City,Financial Analyst,43,Website,Closed
18704454,2019,Landon's  ,Data Scientist,67,Website,Closed
18240834,2016,Brock Tech,Contingent Worker,85,Webinar,Contacting
18562664,2000,Landon's  ,Chief of Digital Marketing,92,LinkedIn,Open
18195623,2013,Lexinton Rig Inc,President,49,Webinar,Closed
18683247,2005,Bryxham,Chief of Digital Marketing,94,Instagram,Open
18280475,2004,Landon's  ,President,58,Twitter,Closed
18897174,2013,Myxable Co.,Chief of Digital Marketing,83,Website,Qualified
18322169,2009,Regalchain,Contingent Worker,82,Email,Closed
18910027,2004,Bryxham,Head of Learning and Development,82,LinkedIn,Contacting
18462211,2004,Landon's  ,Data Scientist,85,Website,Qualified
18955222,2009,Polymeris,CEO,53,Instagram,Open
18918994,2005,WestLand's Incorporated,Manager of Business Development,48,Website,Contacting
18864691,2000,Landon's  ,Head of Learning and Development,88,LinkedIn,Closed
18747069,2001,Regalchain,Director of Marketing,61,Twitter,Open
18752190,2009,Circuit City,Contingent Worker,96,Website,Closed
18172296,2009,Myxable Co.,Business Analyst,70,Instagram,Open
18173554,2019,Myxable Co.,Contingent Worker,73,Facebook,Qualified
18184985,2001,Polymeris,Head of Learning and Development,42,Instagram,Contacting
18555787,2019,Gooyer,CEO,38,Webinar,Closed
18444232,2004,HeidieX,Head of Human Resources,37,Webinar,Qualified
18485917,2019,Regalchain,Manager of Business Development,81,Website,Contacting
18496390,2019,Brock Tech,Head of Learning and Development,66,Website,Closed
18706828,2004,Circuit City,CEO,54,Email,Contacting
18663764,2013,Myxable Co.,Director of Marketing,86,Instagram,Contacting
18611082,2001,Circuit City,Financial Analyst,89,LinkedIn,Contacting
18869503,2013,Brock Tech,Chief of Digital Marketing,70,Website,Qualified
18131154,2019,Brock Tech,President,48,Facebook,Open
18739354,2000,Landon's  ,Head of Learning and Development,44,Email,Open
18739059,2013,Regalchain,Data Scientist,49,Website,Closed
18839419,2019,Bryxham,Data Scientist,40,Email,Open
18137069,2005,Gooyer,Contingent Worker,58,LinkedIn,Open
18258796,2004,Lexinton Rig Inc,Data Scientist,54,Website,Closed
18780251,2016,Landon's  ,Manager of Business Development,98,Instagram,Open
18987212,2019,Circuit City,Manager of Business Development,83,Facebook,Closed
18659475,2009,HeidieX,Manager of Business Development,97,Website,Closed
18772939,2016,Regalchain,Director of Marketing,84,Website,Closed
18872508,2009,Regalchain,Contingent Worker,37,Twitter,Qualified
18377939,2004,Regalchain,Contingent Worker,67,Instagram,Closed
18441033,2009,Myxable Co.,VP of Business,97,Email,Contacting
18410113,2016,Circuit City,President,69,Twitter,Open
18333283,2004,Circuit City,Head of Human Resources,54,LinkedIn,Open
18588480,2019,WestLand's Incorporated,Data Scientist,69,Facebook,Contacting
18349432,2001,Regalchain,Head of Learning and Development,84,Twitter,Qualified
18448319,2005,Circuit City,Chief of Digital Marketing,68,Webinar,Open
18748613,2005,WestLand's Incorporated,Director of Marketing,77,Instagram,Qualified
18568112,2000,Polymeris,VP of Daily Operations,40,LinkedIn,Open
18798031,2019,Lexinton Rig Inc,Procurement Manager,72,Email,Closed
18362057,2009,WestLand's Incorporated,Financial Analyst,91,Twitter,Qualified
18207853,2009,Regalchain,Procurement Manager,39,Website,Closed
18431967,2004,Landon's  ,VP of Daily Operations,53,LinkedIn,Open
18761402,2016,Myxable Co.,Data Scientist,39,Twitter,Open
18255673,2000,Myxable Co.,Data Scientist,49,Facebook,Closed
18686697,2016,Myxable Co.,Manager of Business Development,43,Facebook,Open
18337986,2000,HeidieX,CEO,53,Instagram,Contacting
18277746,2005,Myxable Co.,Head of Learning and Development,44,Instagram,Qualified
18242328,2004,Brock Tech,President,93,Website,Contacting
18984779,2013,Bryxham,VP of Business,98,Website,Qualified
18446909,2019,Lexinton Rig Inc,Head of Human Resources,60,Webinar,Qualified
18412285,2005,Gooyer,Data Scientist,40,Email,Qualified
18785940,2016,WestLand's Incorporated,President,46,Facebook,Contacting
18670354,2009,Circuit City,Director of Marketing,37,Facebook,Open
18738877,2016,Bryxham,Senior Director of B2B Marketing,81,Website,Contacting
18821341,2005,WestLand's Incorporated,Senior Director of B2B Marketing,94,Website,Open
18617800,2004,Bryxham,Chief of Digital Marketing,68,Facebook,Qualified
18810756,2016,Regalchain,Chief of Digital Marketing,64,Website,Open
18451189,2009,Gooyer,Procurement Manager,38,Instagram,Contacting
18564093,2005,Regalchain,Business Analyst,73,Website,Contacting
18895942,2004,HeidieX,Financial Analyst,60,LinkedIn,Closed
18926435,2005,HeidieX,Director of Marketing,45,Webinar,Closed
18671908,2016,WestLand's Incorporated,Director of Marketing,83,Email,Qualified
18991951,2004,WestLand's Incorporated,Head of Human Resources,52,Twitter,Contacting
18557157,2013,Gooyer,VP of Daily Operations,37,Website,Closed
18443514,2016,Marxel,Contingent Worker,83,Email,Closed
18153730,2019,Polymeris,President,59,Website,Qualified
18308646,2001,Regalchain,Financial Analyst,77,Facebook,Closed
18955856,2019,Marxel,Business Analyst,68,Twitter,Closed
18674502,2005,Polymeris,Chief of Digital Marketing,45,Twitter,Open
18158147,2000,Gooyer,Financial Analyst,39,Twitter,Open
18859860,2001,Brock Tech,Chief of Digital Marketing,56,Webinar,Contacting
18653758,2005,Myxable Co.,Business Analyst,45,Facebook,Open
19005048,2016,Marxel,President,96,Email,Closed
18896263,2013,Bryxham,Chief of Digital Marketing,71,Instagram,Contacting
18834614,2013,HeidieX,Director of Marketing,78,LinkedIn,Contacting
18754109,2004,Myxable Co.,Director of Marketing,42,Email,Qualified
18431874,2019,Landon's  ,Director of Marketing,87,Email,Open
18978035,2000,Myxable Co.,Data Scientist,74,LinkedIn,Open
18541859,2016,Marxel,Business Analyst,73,LinkedIn,Open
18430606,2016,WestLand's Incorporated,Chief of Digital Marketing,66,Website,Open
18823799,2004,Landon's  ,Head of Learning and Development,75,LinkedIn,Closed
18630555,2019,Marxel,Data Scientist,90,LinkedIn,Open
18932988,2009,Gooyer,Director of Marketing,39,Website,Qualified
18561422,2013,WestLand's Incorporated,Financial Analyst,90,Facebook,Qualified
18268171,2004,WestLand's Incorporated,Business Analyst,90,Facebook,Closed
18689980,2001,WestLand's Incorporated,VP of Daily Operations,83,Website,Qualified
18603915,2001,Polymeris,VP of Daily Operations,50,Website,Contacting
18917575,2005,Polymeris,Contingent Worker,64,Instagram,Contacting
18148408,2013,WestLand's Incorporated,Director of Marketing,92,LinkedIn,Open
18507551,2009,Polymeris,Director of Marketing,83,Instagram,Closed
18790505,2005,Myxable Co.,Data Scientist,89,Twitter,Qualified
18990876,2004,Gooyer,Head of Human Resources,66,Instagram,Contacting
19004520,2013,Lexinton Rig Inc,CEO,60,Twitter,Contacting
18826056,2005,Gooyer,Procurement Manager,49,Website,Open
18243419,2000,Circuit City,Senior Director of B2B Marketing,72,Email,Closed
18717458,2013,Myxable Co.,Business Analyst,58,LinkedIn,Contacting
18815957,2019,Brock Tech,VP of Daily Operations,62,Twitter,Open
18912116,2005,Lexinton Rig Inc,Financial Analyst,92,LinkedIn,Qualified
18489356,2004,Landon's  ,Head of Learning and Development,88,Twitter,Contacting
18496811,2016,Lexinton Rig Inc,President,57,Website,Qualified
18793594,2009,Bryxham,VP of Daily Operations,43,Webinar,Qualified
18683976,2000,Brock Tech,VP of Business,59,Webinar,Contacting
18626194,2005,Myxable Co.,Data Scientist,38,LinkedIn,Open
18818140,2016,Bryxham,Director of Marketing,95,LinkedIn,Open
18774652,2019,Regalchain,VP of Business,51,LinkedIn,Open
18647483,2016,Gooyer,VP of Business,50,LinkedIn,Closed
18847382,2016,Myxable Co.,Head of Learning and Development,87,Webinar,Contacting
18988877,2009,HeidieX,Head of Learning and Development,62,Twitter,Contacting
18986586,2016,Landon's  ,Manager of Business Development,62,Email,Open
18308657,2016,Circuit City,Senior Director of B2B Marketing,54,Webinar,Closed
18737960,2016,Brock Tech,Financial Analyst,77,Instagram,Contacting
18654969,2009,WestLand's Incorporated,Data Scientist,97,LinkedIn,Qualified
18470594,2009,Myxable Co.,President,85,Instagram,Closed
18256244,2013,Circuit City,CEO,84,Webinar,Contacting
18422004,2004,Marxel,CEO,86,LinkedIn,Contacting
18505144,2019,Bryxham,Head of Human Resources,48,Twitter,Qualified
18411791,2013,Circuit City,Data Scientist,53,Website,Open
18581320,2019,Landon's  ,Data Scientist,65,LinkedIn,Contacting
18724844,2009,Bryxham,President,82,Webinar,Qualified
18694558,2009,Bryxham,Director of Marketing,83,Instagram,Contacting
18294499,2009,Lexinton Rig Inc,Head of Learning and Development,38,Website,Closed
18325110,2013,Polymeris,Head of Learning and Development,86,Webinar,Open
18178172,2005,Myxable Co.,CEO,97,Website,Qualified
18500767,2016,Gooyer,Procurement Manager,57,Twitter,Contacting
18743804,2009,Bryxham,Manager of Business Development,73,Twitter,Contacting
18496912,2004,Landon's  ,President,46,LinkedIn,Qualified
18927001,2005,Marxel,VP of Business,51,Twitter,Closed
18436167,2004,Polymeris,Business Analyst,39,Website,Qualified
18512545,2009,Bryxham,Head of Learning and Development,51,Instagram,Contacting
18943397,2000,Lexinton Rig Inc,Head of Human Resources,67,Webinar,Contacting
18225865,2005,Brock Tech,Head of Human Resources,71,Twitter,Qualified
18841376,2000,Myxable Co.,Chief of Digital Marketing,93,Facebook,Open
18801562,2004,Landon's  ,Procurement Manager,52,LinkedIn,Qualified
18483353,2000,Brock Tech,Data Scientist,50,Instagram,Contacting
18288430,2001,HeidieX,VP of Daily Operations,83,Webinar,Qualified
18922461,2001,Marxel,VP of Daily Operations,65,Instagram,Qualified
18909167,2016,Polymeris,Financial Analyst,87,Email,Qualified
18356454,2019,HeidieX,Chief of Digital Marketing,94,Email,Open
18199610,2013,Myxable Co.,Director of Marketing,48,Webinar,Contacting
18275887,2005,Regalchain,Data Scientist,45,Instagram,Open
18396443,2001,WestLand's Incorporated,CEO,65,Email,Contacting
18139559,2000,HeidieX,VP of Daily Operations,53,Webinar,Closed
18785191,2005,Gooyer,Data Scientist,70,Facebook,Open
18517181,2009,Regalchain,Procurement Manager,43,Twitter,Qualified
18450274,2009,HeidieX,VP of Business,91,Webinar,Contacting
18233364,2004,Circuit City,Contingent Worker,72,Twitter,Contacting
18298318,2005,Landon's  ,Chief of Digital Marketing,52,Facebook,Qualified
18169711,2001,Brock Tech,Financial Analyst,88,Email,Closed
18345737,2013,Regalchain,Data Scientist,56,Website,Qualified
18150263,2004,Regalchain,CEO,36,Facebook,Open
18251451,2000,HeidieX,VP of Daily Operations,62,Facebook,Closed
18981731,2005,Lexinton Rig Inc,Procurement Manager,37,LinkedIn,Open
18258205,2000,Landon's  ,Manager of Business Development,67,Twitter,Qualified
18796217,2016,Marxel,Director of Marketing,58,Website,Open
18229961,2013,Marxel,Financial Analyst,83,Webinar,Contacting
18310442,2016,Circuit City,VP of Daily Operations,90,Email,Closed
18831579,2019,Marxel,Financial Analyst,61,Website,Closed
18789353,2004,Lexinton Rig Inc,VP of Daily Operations,93,Facebook,Qualified
18637596,2016,Brock Tech,Head of Human Resources,93,Webinar,Qualified
18326339,2005,WestLand's Incorporated,Financial Analyst,84,Website,Contacting
18621378,2019,Gooyer,Contingent Worker,93,Webinar,Open
18158518,2001,Bryxham,CEO,94,Instagram,Open
18571773,2000,Marxel,CEO,95,Email,Contacting
18281909,2013,Marxel,CEO,40,Email,Open
18828131,2005,Regalchain,Senior Director of B2B Marketing,61,Instagram,Closed
18219499,2016,WestLand's Incorporated,President,48,Facebook,Open
19007025,2016,Myxable Co.,Data Scientist,67,Instagram,Qualified
18171673,2013,Brock Tech,Head of Human Resources,81,LinkedIn,Contacting
18386877,2001,Marxel,Manager of Business Development,87,Twitter,Qualified
18133120,2004,Lexinton Rig Inc,VP of Business,60,Email,Qualified
18943850,2001,Lexinton Rig Inc,Business Analyst,77,Facebook,Open
18717447,2000,HeidieX,Senior Director of B2B Marketing,44,Facebook,Closed
18930394,2000,Regalchain,VP of Daily Operations,55,Email,Closed
18872235,2000,WestLand's Incorporated,Director of Marketing,57,Email,Open
18740110,2001,Polymeris,Contingent Worker,68,Twitter,Open
18418646,2000,Regalchain,Business Analyst,54,Instagram,Closed
18460613,2016,Brock Tech,Data Scientist,58,Twitter,Contacting
18200762,2001,Circuit City,Contingent Worker,44,Twitter,Closed
18333946,2019,Polymeris,Chief of Digital Marketing,49,Facebook,Open
18207413,2016,Lexinton Rig Inc,President,96,Facebook,Qualified
18825614,2019,Landon's  ,VP of Daily Operations,68,Website,Qualified
18828017,2016,HeidieX,Data Scientist,64,Twitter,Open
18478372,2013,Bryxham,Head of Human Resources,50,Email,Open
18782594,2004,Polymeris,President,73,Email,Contacting
18188758,2016,Landon's  ,Head of Learning and Development,91,Twitter,Contacting
18272717,2004,Marxel,Contingent Worker,37,Instagram,Closed
18479130,2016,Circuit City,Data Scientist,67,Instagram,Qualified
18565901,2005,Circuit City,CEO,59,Email,Closed
18762795,2016,Polymeris,President,62,Website,Open
18239792,2001,Regalchain,Procurement Manager,38,LinkedIn,Contacting
18787907,2009,Circuit City,Contingent Worker,50,Website,Open
18250434,2009,Circuit City,Data Scientist,82,Webinar,Closed
18890305,2009,Gooyer,Business Analyst,87,Facebook,Qualified
18393739,2001,Circuit City,Head of Learning and Development,61,Twitter,Contacting
18176475,2000,HeidieX,President,50,Instagram,Qualified
18378899,2005,Circuit City,President,88,Facebook,Qualified
18658428,2000,Bryxham,Manager of Business Development,96,Webinar,Contacting
18163112,2009,Gooyer,President,37,Twitter,Contacting
18957508,2004,Circuit City,Chief of Digital Marketing,70,Webinar,Qualified
18308971,2000,Marxel,VP of Business,74,Website,Qualified
18868205,2005,WestLand's Incorporated,VP of Daily Operations,54,Facebook,Open
18842574,2016,Marxel,Manager of Business Development,89,Webinar,Closed
18479388,2001,WestLand's Incorporated,Data Scientist,76,Twitter,Closed
18493812,2004,Regalchain,VP of Business,57,LinkedIn,Closed
18562968,2013,Landon's  ,Manager of Business Development,72,LinkedIn,Contacting
18279148,2016,Circuit City,Procurement Manager,72,Webinar,Closed
18340014,2000,Lexinton Rig Inc,Senior Director of B2B Marketing,60,Webinar,Contacting
18177571,2016,Regalchain,CEO,95,Instagram,Closed
18944107,2001,Gooyer,VP of Daily Operations,93,Facebook,Contacting
18211793,2009,Brock Tech,CEO,97,Instagram,Closed
18508757,2019,Brock Tech,Director of Marketing,85,Twitter,Open
18473498,2019,Bryxham,Business Analyst,87,Instagram,Open
18572648,2019,Regalchain,Business Analyst,69,Instagram,Contacting
18804887,2009,HeidieX,Head of Learning and Development,89,Twitter,Contacting
18351933,2005,Gooyer,President,75,Website,Open
18566068,2009,Circuit City,Financial Analyst,68,Webinar,Qualified
18381844,2013,Polymeris,Financial Analyst,66,Webinar,Contacting
18311692,2005,HeidieX,CEO,86,Instagram,Open
18842096,2005,WestLand's Incorporated,Chief of Digital Marketing,85,Instagram,Qualified
18408917,2016,Polymeris,Chief of Digital Marketing,67,Email,Qualified
18470920,2013,Brock Tech,Senior Director of B2B Marketing,69,Instagram,Open
18817135,2013,WestLand's Incorporated,Head of Learning and Development,46,Instagram,Closed
18650841,2016,Marxel,Head of Human Resources,53,Instagram,Contacting
18520979,2004,Circuit City,Senior Director of B2B Marketing,51,LinkedIn,Open
18352589,2004,Myxable Co.,Chief of Digital Marketing,39,Twitter,Qualified
18933590,2005,HeidieX,Director of Marketing,83,LinkedIn,Open
18580855,2004,Regalchain,Data Scientist,87,Facebook,Qualified
18455388,2005,HeidieX,Financial Analyst,57,Twitter,Contacting
18507158,2004,Landon's  ,Contingent Worker,86,Webinar,Closed
18505536,2001,Polymeris,VP of Business,83,Instagram,Qualified
18658059,2005,HeidieX,Head of Learning and Development,70,LinkedIn,Open
18287275,2004,HeidieX,Financial Analyst,39,Facebook,Open
18631762,2005,Gooyer,President,47,Twitter,Closed
18971825,2005,Circuit City,Head of Learning and Development,39,Facebook,Contacting
18312064,2019,Polymeris,Director of Marketing,48,Website,Open
18448720,2016,Lexinton Rig Inc,Data Scientist,80,Webinar,Open
18870422,2004,Polymeris,CEO,60,Twitter,Closed
18754925,2005,Polymeris,Business Analyst,95,LinkedIn,Open
18479309,2019,Marxel,VP of Business,41,Website,Closed
18450204,2009,WestLand's Incorporated,Contingent Worker,88,Twitter,Open
18152659,2019,Regalchain,Chief of Digital Marketing,38,Instagram,Open
18719230,2005,Myxable Co.,Manager of Business Development,66,Twitter,Qualified
18498835,2005,Brock Tech,Contingent Worker,55,Instagram,Contacting
18666081,2019,Lexinton Rig Inc,Manager of Business Development,66,Facebook,Open
18167529,2009,WestLand's Incorporated,Procurement Manager,67,Twitter,Qualified
18277608,2013,Regalchain,Director of Marketing,46,Website,Qualified
18677126,2005,WestLand's Incorporated,Director of Marketing,75,Twitter,Closed
18464795,2005,Regalchain,Contingent Worker,72,Website,Qualified
18645020,2004,Myxable Co.,Data Scientist,46,Webinar,Open
18593129,2000,Circuit City,President,54,LinkedIn,Open
18210096,2000,Myxable Co.,Data Scientist,73,Webinar,Contacting
18364269,2019,Myxable Co.,Head of Learning and Development,67,Email,Qualified
18722373,2009,Myxable Co.,CEO,90,Instagram,Closed
18993328,2000,Marxel,President,87,Twitter,Contacting
18182250,2013,Regalchain,Contingent Worker,73,Facebook,Contacting
18692942,2000,Myxable Co.,Financial Analyst,62,Email,Qualified
18511341,2005,Lexinton Rig Inc,Data Scientist,93,Webinar,Closed
18769387,2009,Circuit City,VP of Business,66,Webinar,Qualified
18583877,2009,Marxel,Director of Marketing,49,Email,Contacting
18913880,2016,WestLand's Incorporated,VP of Daily Operations,38,Facebook,Closed
18575519,2013,Myxable Co.,Senior Director of B2B Marketing,38,Instagram,Contacting
18280180,2019,Gooyer,President,84,Website,Closed
18840755,2004,Polymeris,Procurement Manager,36,Webinar,Closed
18794376,2019,Lexinton Rig Inc,President,50,Facebook,Open
18739861,2005,Brock Tech,Business Analyst,67,LinkedIn,Open
18861622,2001,Lexinton Rig Inc,President,78,Facebook,Closed
18719103,2005,Circuit City,Procurement Manager,81,Instagram,Closed
18261537,2001,Circuit City,Senior Director of B2B Marketing,83,Webinar,Contacting
18986404,2013,HeidieX,Director of Marketing,72,LinkedIn,Open
18617943,2013,Bryxham,Business Analyst,66,Webinar,Qualified
18400235,2013,Brock Tech,CEO,72,LinkedIn,Contacting
18255817,2005,HeidieX,CEO,95,Webinar,Qualified
18132096,2016,Myxable Co.,VP of Business,61,Instagram,Qualified
18342425,2005,Circuit City,Data Scientist,54,LinkedIn,Contacting
18300911,2001,Gooyer,Procurement Manager,90,LinkedIn,Qualified
18373246,2019,Regalchain,Senior Director of B2B Marketing,54,Facebook,Open
18790450,2009,Brock Tech,Senior Director of B2B Marketing,98,Facebook,Open
18197232,2016,Gooyer,Manager of Business Development,62,Twitter,Contacting
18486904,2001,Polymeris,Manager of Business Development,65,Email,Open
18981652,2000,Gooyer,VP of Business,82,Website,Contacting
18300682,2016,Landon's  ,Head of Human Resources,79,Instagram,Contacting
18470874,2004,Polymeris,Head of Learning and Development,85,LinkedIn,Open
18863042,2005,Gooyer,Financial Analyst,71,Twitter,Closed
18939223,2009,Marxel,Director of Marketing,83,Webinar,Closed
18688867,2001,Regalchain,Senior Director of B2B Marketing,87,Twitter,Contacting
18816282,2005,Regalchain,CEO,45,Twitter,Qualified
18199553,2009,Lexinton Rig Inc,Data Scientist,40,LinkedIn,Qualified
18406344,2019,Regalchain,VP of Daily Operations,69,Instagram,Contacting
18856860,2013,Marxel,Data Scientist,81,LinkedIn,Closed
18898855,2004,Landon's  ,Senior Director of B2B Marketing,53,LinkedIn,Closed
18435982,2013,Bryxham,VP of Business,82,Twitter,Qualified
18519054,2016,Marxel,Manager of Business Development,96,Webinar,Qualified
18316740,2000,Polymeris,Chief of Digital Marketing,84,Webinar,Contacting
18887099,2004,WestLand's Incorporated,VP of Daily Operations,39,Instagram,Qualified
18706975,2009,HeidieX,CEO,62,Twitter,Closed
18295415,2001,HeidieX,Procurement Manager,86,LinkedIn,Contacting
18890749,2019,Regalchain,Head of Human Resources,72,LinkedIn,Qualified
18963359,2013,Bryxham,Head of Learning and Development,64,Email,Contacting
18910946,2016,Regalchain,Procurement Manager,89,Webinar,Open
18924070,2004,Polymeris,Procurement Manager,98,Facebook,Qualified
18333961,2001,Circuit City,Manager of Business Development,77,Website,Qualified
18770374,2004,Lexinton Rig Inc,Manager of Business Development,42,Website,Closed
19007149,2000,Lexinton Rig Inc,Financial Analyst,69,Instagram,Qualified
18738839,2004,Circuit City,Contingent Worker,49,Website,Open
18406355,2005,Regalchain,CEO,43,Instagram,Open
18860398,2019,WestLand's Incorporated,Financial Analyst,69,Twitter,Open
18230266,2005,Polymeris,Head of Human Resources,45,Instagram,Open
18516586,2009,Brock Tech,Director of Marketing,52,Facebook,Open
18573878,2016,Myxable Co.,Director of Marketing,54,Facebook,Open
18933935,2019,Lexinton Rig Inc,Head of Human Resources,52,Email,Qualified
18663616,2004,HeidieX,Director of Marketing,69,LinkedIn,Qualified
18515488,2004,HeidieX,Contingent Worker,98,Webinar,Qualified
18676648,2005,Bryxham,Data Scientist,36,Webinar,Contacting
18944312,2001,Circuit City,Financial Analyst,70,Website,Contacting
18511514,2016,Regalchain,Procurement Manager,78,Website,Qualified
18642560,2009,Landon's  ,Head of Human Resources,58,Instagram,Qualified
18302417,2016,Myxable Co.,Head of Human Resources,72,Instagram,Contacting
18969960,2019,HeidieX,Business Analyst,54,Instagram,Qualified
18537603,2019,Brock Tech,VP of Business,97,Twitter,Open
18206357,2009,Marxel,Chief of Digital Marketing,49,Webinar,Contacting
18727974,2016,Circuit City,Manager of Business Development,88,Facebook,Open
18240827,2004,Brock Tech,Senior Director of B2B Marketing,72,Webinar,Qualified
18945576,2019,Myxable Co.,Chief of Digital Marketing,43,Website,Contacting
18718945,2000,Circuit City,Senior Director of B2B Marketing,68,Instagram,Qualified
18295051,2019,Regalchain,President,42,Website,Qualified
18653547,2001,Gooyer,VP of Business,39,LinkedIn,Open
18602767,2013,WestLand's Incorporated,Manager of Business Development,69,Email,Contacting
18756299,2000,Polymeris,Manager of Business Development,49,Twitter,Closed
18614194,2019,WestLand's Incorporated,Data Scientist,47,Email,Contacting
18149121,2000,Landon's  ,Financial Analyst,74,Website,Open
18586343,2013,HeidieX,CEO,96,Website,Open
18843664,2000,Bryxham,Chief of Digital Marketing,78,Facebook,Contacting
18528702,2004,Landon's  ,Data Scientist,78,Email,Qualified
18955836,2004,Bryxham,Financial Analyst,78,Facebook,Closed
18810704,2000,Regalchain,VP of Business,70,Instagram,Qualified
18490984,2016,Regalchain,VP of Business,37,Twitter,Open
18721215,2004,Brock Tech,Procurement Manager,60,Website,Closed
18730899,2009,Polymeris,Financial Analyst,60,Twitter,Contacting
18288682,2004,Marxel,Head of Human Resources,42,Website,Open
18491851,2005,Polymeris,VP of Daily Operations,94,Website,Open
18293106,2000,Gooyer,Data Scientist,56,LinkedIn,Qualified
18560548,2009,Myxable Co.,CEO,96,Twitter,Contacting
18134256,2009,Marxel,Chief of Digital Marketing,64,Website,Contacting
18168609,2016,HeidieX,VP of Daily Operations,87,Instagram,Qualified
18982982,2000,Lexinton Rig Inc,VP of Business,47,Webinar,Closed
18180096,2005,Regalchain,Procurement Manager,94,LinkedIn,Qualified
18385287,2005,Gooyer,Financial Analyst,76,Facebook,Open
18384226,2016,Circuit City,Manager of Business Development,49,LinkedIn,Open
18628650,2019,Landon's  ,Manager of Business Development,93,Twitter,Open
18206052,2001,Landon's  ,VP of Daily Operations,50,Instagram,Contacting
18568423,2019,HeidieX,VP of Business,49,Twitter,Closed
18742171,2016,Polymeris,Head of Learning and Development,39,Webinar,Closed
18718277,2004,HeidieX,Senior Director of B2B Marketing,87,Email,Qualified
18567743,2016,HeidieX,Chief of Digital Marketing,92,Website,Open
18379571,2000,Polymeris,Head of Learning and Development,91,Facebook,Contacting
18997511,2009,Landon's  ,Chief of Digital Marketing,66,Facebook,Qualified
18405776,2000,Regalchain,Manager of Business Development,55,Twitter,Contacting
18155411,2019,Brock Tech,Manager of Business Development,39,Website,Qualified
18945115,2000,Gooyer,Director of Marketing,48,Facebook,Contacting
18566277,2000,Gooyer,Financial Analyst,57,LinkedIn,Open
18582925,2019,Circuit City,VP of Daily Operations,55,Email,Qualified
19005372,2001,Gooyer,VP of Daily Operations,54,LinkedIn,Qualified
18192154,2009,Polymeris,CEO,55,Webinar,Qualified
18163845,2000,Gooyer,Manager of Business Development,86,Facebook,Closed
18689461,2005,Bryxham,VP of Business,89,Facebook,Qualified
18833439,2013,Landon's  ,Business Analyst,55,Website,Open
18962968,2004,Marxel,Data Scientist,61,Facebook,Contacting
18388871,2019,Brock Tech,President,93,Webinar,Open
18132557,2016,Regalchain,Manager of Business Development,82,Email,Open
18786420,2004,Gooyer,Senior Director of B2B Marketing,56,Email,Open
18792739,2009,Bryxham,Business Analyst,85,LinkedIn,Closed
18925221,2016,HeidieX,Procurement Manager,64,Website,Qualified
18427146,2001,Brock Tech,Chief of Digital Marketing,91,Instagram,Qualified
18591057,2000,Regalchain,Chief of Digital Marketing,40,Facebook,Open
18882320,2009,Brock Tech,Data Scientist,75,Twitter,Qualified
18919846,2016,Circuit City,VP of Business,56,Email,Closed
18301937,2005,Polymeris,Director of Marketing,81,Twitter,Contacting
18451458,2019,Brock Tech,President,52,Twitter,Contacting
